Symbol,Security Name
HONAUT,HONEYWELL AUTOMATION INDIA LIMITED
HONDAPOWER,HONDA INDIA POWER PRODUCTS LIMITED
HPAL,HP ADHESIVES LIMITED
HPIL,HINDPRAKASH INDUSTRIES LIMITED
HPL,HPL ELECTRIC & POWER LIMITED
HSBCGOLD,HSBC MUTUAL FUND - HSBC GOLD ETF
HTMEDIA,HT MEDIA LIMITED
HUBTOWN,HUBTOWN LIMITED
HUDCO,HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED
HUHTAMAKI,HUHTAMAKI INDIA LIMITED
ICEMAKE,ICE MAKE REFRIGERATION LIMITED
ICICIB22,ICICI PRUDENTIAL MUTUAL FUND - BHARAT 22 ETF
ICIL,INDO COUNT INDUSTRIES LIMITED
ICRA,ICRA LIMITED
IDEALTECHO,IDEAL TECHNOPLAST INDUSTRIES LIMITED
IDFNIFTYET,BANDHAN NIFTY 50 ETF
IFBIND,IFB INDUSTRIES LIMITED
IFGLEXPOR,IFGL REFRACTORIES LIMITED
IGARASHI,IGARASHI MOTORS INDIA LIMITED
IGCL,INDOGULF CROPSCIENCES LIMITED
IGPL,IG PETROCHEMICALS LIMITED
IIFLCAPS,IIFL CAPITAL SERVICES LIMITED
IITL,INDUSTRIAL INVESTMENT TRUST LIMITED
IKIO,IKIO TECHNOLOGIES LIMITED
IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LIMITED
IMFA,INDIAN METALS & FERRO ALLOYS LIMITED
IMPAL,INDIA MOTOR PARTS AND ACCESSORIES LIMITED
INA,INSOLATION ENERGY LIMITED
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
INDBANK,INDBANK MERCHANT BANKING SERVICES LIMITED
INDIAGLYCO,INDIA GLYCOLS LIMITED
INDIANCARD,INDIAN CARD CLOTHING COMPANY LIMITED
INDIANHUME,INDIAN HUME PIPE COMPANY LIMITED
INDIASHLTR,INDIA SHELTER FINANCE CORPORATION LIMITED
INDIGOPNTS,INDIGO PAINTS LIMITED
INDIGRID,INDIGRID INFRASTRUCTURE TRUST
INDIQUBE,INDIQUBE SPACES LIMITED
INDNIPPON,INDIA NIPPON ELECTRICALS LIMITED
INDOBORAX,INDO BORAX & CHEMICALS LIMITED
INDOCO,INDOCO REMEDIES LIMITED
INDOFARM,INDO FARM EQUIPMENT LIMITED
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LIMITED
INDOSTAR,INDOSTAR CAPITAL FINANCE LIMITED
INDOTHAI,INDO THAI SECURITIES LIMITED
INDOUS,INDO US BIOTECH LIMITED
INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENT COMPANY LIMITED
INDRAMEDCO,INDRAPRASTHA MEDICAL CORPORATION LIMITED
INDSWFTLAB,IND-SWIFT LABORATORIES LIMITED
INDTERRAIN,INDIAN TERRAIN FASHIONS LIMITED
INDUSINVIT,INDUS INFRA TRUST
INFLUX,INFLUX HEALTHTECH LIMITED
INFOBEAN,INFOBEANS TECHNO. LTD.
INFOLLION,INFOLLION RESEARCH SERVICES LIMITED
INFOMEDIA,INFOMEDIA PRESS LIMITED
INFRA,MIRAE ASSET MF-MIRAE ASSET NIFTY INDIA INFRASTRUCTURE & LOGISTICS ETF
INFRABEES,NIPPON INDIA ETF NIFTY INFRASTRUCTURE BEES
INFRAIETF,ICICI PRUDENTIAL MUTUAL FUND-ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF
INGERRAND,INGERSOLL RAND (INDIA) LIMITED
INM,INTERIORS & MORE LIMITED
INNOVACAP,INNOVA CAPTAB LIMITED
INNOVANA,INNOVANA THINKLABS LIMITED
INNOVISION,INNOVISION LIMITED
INOXGREEN,INOX GREEN ENERGY SERVICES LIMITED
INOXINDIA,INOX INDIA LIMITED
INSECTICID,INSECTICIDES (INDIA) LIMITED
INTENTECH,INTENSE TECHNOLOGIES LIMITED
INTERARCH,INTERARCH BUILDING SOLUTIONS LIMITED
INTERISE,INTERISE TRUST
INTERNET,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY INDIA INTERNET ETF
INTLCONV,INTERNATIONAL CONVEYORS LIMITED
INVENTURE,INVENTURE GROWTH & SECURITIES LIMITED
INVPRECQ,INVESTMENT & PRECISION CASTINGS LIMITED
IOLCP,IOL CHEMICALS AND PHARMACEUTICALS LIMITED
IPCALAB,IPCA LABORATORIES LIMITED
IPHL,INDIAN PHOSPHATE LIMITED
IPL,INDIA PESTICIDES LIMITED
IPSL,INTEGRATED PERSONNEL SERVICES LIMITED
IRBINVIT,IRB INVIT FUND
IRBIT,IRB INFRASTRUCTURE TRUST
IRCTC,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED
IRIS,IRIS REGTECH SOLUTIONS LIMITED
IRISDOREME,IRIS CLOTHINGS LIMITED
ISFT,INTRASOFT TECHNOLOGIES LIMITED
ISGEC,ISGEC HEAVY ENGINEERING LIMITED
ISHANCH,ISHAN DYES AND CHEMICALS LIMITED
IT,KOTAK NIFTY IT ETF
ITADD,DSP MUTUAL FUND - DSP NIFTY IT ETF
ITAXIS,AXIS MUTUAL FUND - AXIS NIFTY IT ETF
ITBEES,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED
ITBETA,UTI MUTUAL FUND - UTI NIFTY IT ETF
ITCHOTELS,ITC HOTELS LIMITED
ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LIMITED
ITETF,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY IT ETF
ITIETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY IT ETF
IVALUE,IVALUE INFOSOLUTIONS LIMITED
IVC,IL&FS INVESTMENT MANAGERS LIMITED
IVZINGOLD,INVESCO INDIA GOLD EXCHANGE TRADED FUND
IVZINNIFTY,INVESCO INDIA NIFTY EXCHANGE TRADED FUND
IWP,THE INDIAN WOOD PRODUCTS COMPANY LIMITED
IXIGO,LE TRAVENUES TECHNOLOGY LIMITED
JKBANK,THE JAMMU & KASHMIR BANK LIMITED
JAGRAN,JAGRAN PRAKASHAN LIMITED
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LIMITED
JAICORPLTD,JAI CORP LIMITED
JAIPURKURT,NANDANI CREATION LIMITED
JAMNAAUTO,JAMNA AUTO INDUSTRIES LIMITED
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED
JAYAGROGN,JAYANT AGRO ORGANICS LIMITED
JAYESH,JAYESH LOGISTICS LIMITED
JAYKAY,JAYKAY ENTERPRISES LIMITED
JAYNECOIND,JAYASWAL NECO INDUSTRIES LIMITED
JAYSREETEA,JAYSHREE TEA & INDUSTRIES LIMITED
JETFREIGHT,JET FREIGHT LOGISTICS LIMITED
JGCHEM,J.G.CHEMICALS LIMITED
JINDALPHOT,JINDAL PHOTO LIMITED
JINDRILL,JINDAL DRILLING AND INDUSTRIES LIMITED
JINDWORLD,JINDAL WORLDWIDE LIMITED
JISLDVREQS,JAIN IRRIGATION SYSTEMS LIMITED
JISLJALEQS,JAIN IRRIGATION SYSTEMS LIMITED
JIWANRAM,JIWANRAM SHEODUTTRAI INDUSTRIES LIMITED
JKCEMENT,JK CEMENT LIMITED
JKIL,J.KUMAR INFRAPROJECTS LIMITED
JKLAKSHMI,JK LAKSHMI CEMENT LIMITED
JKPAPER,JK PAPER LIMITED
JLHL,JUPITER LIFE LINE HOSPITALS LIMITED
JMA,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED
JNKINDIA,JNK INDIA LIMITED
JPOLYINVST,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED
JSFB,JANA SMALL FINANCE BANK LIMITED
JSL,JINDAL STAINLESS LIMITED
JSLL,JEENA SIKHO LIFECARE LIMITED
JTEKTINDIA,JTEKT INDIA LIMITED
JTLIND,JTL INDUSTRIES LIMITED
JUBLCPL,JUBILANT AGRI AND CONSUMER PRODUCTS LIMITED
JUNIORBEES,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES
JUSTDIAL,JUST DIAL LIMITED
JYOTHYLAB,JYOTHY LABS LIMITED
JYOTISTRUC,JYOTI STRUCTURES LIMITED
KABRAEXTRU,KABRA EXTRUSION TECHNIK LIMITED
KALAMANDIR,SAI SILKS (KALAMANDIR) LIMITED
KALYANIFRG,KALYANI FORGE LIMITED
KAMAHOLD,KAMA HOLDINGS LIMITED
KAMATHOTEL,KAMAT HOTELS (I) LIMITED
KANANIIND,KANANI INDUSTRIES LIMITED
KANPRPLA,KANPUR PLASTIPACK LIMITED
KANSAINER,KANSAI NEROLAC PAINTS LIMITED
KAPSTON,KAPSTON SERVICES LIMITED
KARNIKA,KARNIKA INDUSTRIES LIMITED
KATARIA,KATARIA INDUSTRIES LIMITED
KAYA,KAYA LIMITED
KAYTEX,KAYTEX FABRICS LIMITED
KCP,KCP LIMITED
KCPSUGIND,KCP SUGAR AND INDUSTRIES CORPORATION LIMITED
KDDL,KDDL LIMITED
KEEPLEARN,DSJ KEEP LEARNING LIMITED
KEL,KUNDAN EDIFICE LIMITED
KELLTONTEC,KELLTON TECH SOLUTIONS LIMITED
KEN,KEN ENTERPRISES LIMITED
KENNAMET,KENNAMETAL INDIA LIMITED
KERNEX,KERNEX MICROSYSTEMS (INDIA) LIMITED
KEYFINSERV,KEYNOTE FINANCIAL SERVICES LIMITED
KHANDSE,KHANDWALA SECURITIES LIMITED
KHFM,KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED
KICL,KALYANI INVESTMENT COMPANY LIMITED
KINGFA,KINGFA SCIENCE & TECHNOLOGY (INDIA) LIMITED
KIOCL,KIOCL LIMITED
KIRANVYPAR,KIRAN VYAPAR LIMITED
KIRIINDUS,KIRI INDUSTRIES LIMITED
KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD
KIRLOSBROS,KIRLOSKAR BROTHERS LIMITED
KIRLOSIND,KIRLOSKAR INDUSTRIES LIMITED
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED
KISSHT,ONEMI TECHNOLOGY SOLUTIONS LIMITED
KITEX,KITEX GARMENTS LIMITED
KKCL,KEWAL KIRAN CLOTHING LIMITED
KKJEWELS,KABRA JEWELS LIMITED
KLBRENG-B,KILBURN ENGINEERING LIMITED
KLL,KAUSHALYA LOGISTICS LIMITED
KMEW,KNOWLEDGE MARINE & ENGINEERING WORKS LIMITED
KMSUGAR,K.M.SUGAR MILLS LIMITED
KNACK,KNACK PACKAGING LIMITED
KNAGRI,KN AGRI RESOURCES LIMITED
KNRCON,KNR CONSTRUCTIONS LIMITED
KOHINOOR,KOHINOOR FOODS LIMITED
KOKUYOCMLN,KOKUYO CAMLIN LIMITED
KOLTEPATIL,KOLTE - PATIL DEVELOPERS LIMITED
KONTOR,KONTOR SPACE LIMITED
KOTARISUG,KOTHARI SUGARS AND CHEMICALS LIMITED
KOTHARIPET,KOTHARI PETROCHEMICALS LIMITED
KOTHARIPRO,KOTHARI PRODUCTS LIMITED
KOTIC,KOTHARI INDUSTRIAL CORPORATION LIMITED
KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LIMITED
KPEL,K.P. ENERGY LIMITED
KPIGREEN,KPI GREEN ENERGY LIMITED
KPL,KWALITY PHARMACEUTICALS LIMITED
KPRMILL,K.P.R. MILL LIMITED
KRBL,KRBL LIMITED
KRISHANA,KRISHANA PHOSCHEM LIMITED
KRISHCA,KRISHCA STRAPPING SOLUTIONS LIMITED
KRISHIVAL,KRISHIVAL FOODS LIMITED
KRISHNADEF,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED
KRISHPP,KRISHIVAL FOODS LIMITED
KRITIKA,KRITIKA WIRES LIMITED
KRONOX,KRONOX LAB SCIENCES LIMITED
KROSS,KROSS LIMITED
KRT,KNOWLEDGE REALTY TRUST
KRYSTAL,KRYSTAL INTEGRATED SERVICES LIMITED
KSB,KSB LIMITED
KSCL,KAVERI SEED COMPANY LIMITED
KSHINTL,KSH INTERNATIONAL LIMITED
KSL,KALYANI STEELS LIMITED
KSOLVES,KSOLVES INDIA LIMITED
KTKBANK,THE KARNATAKA BANK LIMITED
KUANTUM,KUANTUM PAPERS LIMITED
KWIL,KWALITY WALL'S (INDIA) LIMITED
LAGNAM,LAGNAM SPINTEX LIMITED
LAHOTIOV,LAHOTI OVERSEAS LIMITED
LAL,LORENZINI APPARELS LIMITED
LAMBODHARA,LAMBODHARA TEXTILES LIMITED
LANDMARK,LANDMARK CARS LIMITED
LANDSMILL,LANDSMILL GREEN LIMITED
LAOPALA,LA OPALA RG LIMITED
LAXMIDENTL,LAXMI DENTAL LIMITED
LENSKART,LENSKART SOLUTIONS LIMITED
LFIC,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LIMITED
LGBBROSLTD,LG BALAKRISHNAN & BROS LIMITED
LGHL,LAXMI GOLDORNA HOUSE LIMITED
LIBAS,LIBAS CONSUMER PRODUCTS LIMITED
LIBERTSHOE,LIBERTY SHOES LIMITED
LICMFGOLD,LIC MF GOLD EXCHANGE TRADED FUND
LICNETFN50,LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50
LICNETFSEN,LIC MUTUAL FUND - LIC MF EXCHANGE TRADED FUND - SENSEX
LICNFNHGP,LIC MF - LIC MF ETF - NIFTY 100
LICNMID100,LIC MUTUAL FUND - LIC MF NIFTY MIDCAP 100 ETF
LINC,LINC LIMITED
LINCOLN,LINCOLN PHARMACEUTICALS LIMITED
LINDEINDIA,LINDE INDIA LIMITED
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED
LLOYDSENT,LLOYDS ENTERPRISES LIMITED
LLOYDSME,LLOYDS METALS AND ENERGY LIMITED
LMW,LMW LIMITED
LORDSCHLO,LORDS CHLORO ALKALI LIMITED
LOTUSEYE,LOTUS EYE HOSPITAL AND INSTITUTE LIMITED
LOVABLE,LOVABLE LINGERIE LIMITED
LOWVOL,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF
LOWVOL1,KOTAK NIFTY 100 LOW VOLATILITY 30 ETF
LOWVOLIETF,ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF
LTTS,L&T TECHNOLOGY SERVICES LIMITED
LUMAXIND,LUMAX INDUSTRIES LIMITED
LUMAXTECH,LUMAX AUTO TECHNOLOGIES LIMITED
LXCHEM,LAXMI ORGANIC INDUSTRIES LIMITED
LYPSAGEMS,LYPSA GEMS & JEWELLERY LIMITED
MMFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED
MAANALU,MAAN ALUMINIUM LIMITED
MACOBSTECH,MACOBS TECHNOLOGIES LIMITED
MACPOWER,MACPOWER CNC MACHINES LIMITED
MADHAV,MADHAV MARBLES AND GRANITES LIMITED
MADHAVBAUG,VAIDYA SANE AYURVED LABORATORIES LIMITED
MADHAVIPL,MADHAV INFRA PROJECTS LIMITED
MADRASFERT,MADRAS FERTILIZERS LIMITED
MAFANG,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NYSE FANG+ ETF
MAFATIND,MAFATLAL INDUSTRIES LIMITED
MAGADSUGAR,MAGADH SUGAR & ENERGY LIMITED
MAHABANK,BANK OF MAHARASHTRA
MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LIMITED
MAHEPC,MAHINDRA EPC IRRIGATION LIMITED
MAHICKRA,MAHICKRA CHEMICALS LIMITED
MAHKTECH,MIRAE ASSET MUTUAL FUND - MIRAE ASSET HANG SENG TECH ETF
MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LIMITED
MAHLOG,MAHINDRA LOGISTICS LIMITED
MAHSCOOTER,MAHARASHTRA SCOOTERS LIMITED
MAHSEAMLES,MAHARASHTRA SEAMLESS LIMITED
MAITHANALL,MAITHAN ALLOYS LIMITED
MAITREYA,MAITREYA MEDICARE LIMITED
MAJESAUT,MAJESTIC AUTO LIMITED
MAKEINDIA,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY INDIA MANUFACTURING ETF
MALLCOM,MALLCOM (INDIA) LIMITED
MALUPAPER,MALU PAPER MILLS LIMITED
MAMATA,MAMATA MACHINERY LIMITED
MANAKALUCO,MANAKSIA ALUMINIUM COMPANY LIMITED
MANAKCOAT,MANAKSIA COATED METALS & INDUSTRIES LIMITED
MANAKSIA,MANAKSIA LIMITED
MANALIPETC,MANALI PETROCHEMICALS LIMITED
MANBA,MANBA FINANCE LIMITED
MANCREDIT,MANGAL CREDIT AND FINCORP LIMITED
MANGLMCEM,MANGALAM CEMENT LIMITED
MANILAM,MANILAM INDUSTRIES INDIA LIMITED
MANINDS,MAN INDUSTRIES (INDIA) LIMITED
MANINFRA,MAN INFRACONSTRUCTION LIMITED
MANOMAY,MANOMAY TEX INDIA LIMITED
MANORAMA,MANORAMA INDUSTRIES LIMITED
MANUFGBEES,NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY INDIA MANUFACTURING ETF
MANYAVAR,VEDANT FASHIONS LIMITED
MARATHON,MARATHON NEXTGEN REALTY LIMITED
MARCO,MARCO CABLES & CONDUCTORS LIMITED
MARINE,MARINE ELECTRICALS (INDIA) LIMITED
MARKOLINES,MARKOLINES PAVEMENT TECHNOLOGIES LIMITED
MARKSANS,MARKSANS PHARMA LIMITED
MARSONS,MARSONS LIMITED
MARUSHIKA,MARUSHIKA TECHNOLOGY LIMITED
MASFIN,MAS FINANCIAL SERVICES LIMITED
MASON,MASON INFRATECH LIMITED
MASPTOP50,MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P 500 TOP 50 ETF
MASTEK,MASTEK LIMITED
MASTERTR,MASTER TRUST LIMITED
MATRIMONY,MATRIMONY.COM LIMITED
MAXESTATES,MAX ESTATES LIMITED
MAXIND,MAX INDIA LIMITED
MAXPOSURE,MAXPOSURE LIMITED
MAYASHEEL,MAYASHEEL VENTURES LIMITED
MAYURUNIQ,MAYUR UNIQUOTERS LTD
MBAPL,MADHYA BHARAT AGRO PRODUCTS LIMITED
MBEL,M & B ENGINEERING LIMITED
MCCHRLS-B,MAC CHARLES INDIA LIMITED
MCLOUD,MAGELLANIC CLOUD LIMITED
MEDANTA,GLOBAL HEALTH LIMITED
MEDIASSIST,MEDI ASSIST HEALTHCARE SERVICES LIMITED
MEDICAMEQ,MEDICAMEN BIOTECH LIMITED
MEDICO,MEDICO REMEDIES LIMITED
MEDISTEP,MEDISTEP HEALTHCARE LIMITED
MEDPLUS,MEDPLUS HEALTH SERVICES LIMITED
MEGASTAR,MEGASTAR FOODS LIMITED
MEGATHERM,MEGATHERM INDUCTION LIMITED
MENNPIS,MENON PISTONS LIMITED
MERCANTILE,MERCANTILE VENTURES LIMITED
METAL,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY METAL ETF
METALIETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY METAL ETF
METROBRAND,METRO BRANDS LIMITED
METROGLOBL,METROGLOBAL LIMITED
METROPOLIS,METROPOLIS HEALTHCARE LIMITED
MFML,MAHALAXMI FABRIC MILLS LIMITED
MGSL,MATRIX GEO SOLUTIONS LIMITED
MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LIMITED
MICROPRO,MICROPRO SOFTWARE SOLUTIONS LIMITED
MID150,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY MIDCAP 150 ETF
MID150BEES,NIPPON INDIA ETF NIFTY MIDCAP 150
MID150CASE,ZERODHA FUND HOUSE - ZERODHA NIFTY MIDCAP 150 ETF
MIDCAP,KOTAK NIFTY MIDCAP 50 ETF
MIDCAPADD,DSP MUTUAL FUND - DSP NIFTY MIDCAP 150 ETF
MIDCAPBETA,UTI MUTUAL FUND - UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF)
MIDCAPETF,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF
MIDCAPIETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY MIDCAP 150 ETF
MIDHANI,MISHRA DHATU NIGAM LIMITED
MIDQ50ADD,DSP  MUTUAL FUND - DSP NIFTY MIDCAP 150 QUALITY 50 ETF
MIDSELIETF,ICICI PRUDENTIAL BSE MIDCAP SELECT ETF
MIDSMALL,MIRAEASSETMF-MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF
MINDTECK,MINDTECK (INDIA) LIMITED
MIRZAINT,MIRZA INTERNATIONAL LIMITED
MITTAL,MITTAL LIFE STYLE LIMITED
MKPL,M K PROTEINS LIMITED
MMFL,MM FORGINGS LIMITED
MMP,MMP INDUSTRIES LIMITED
MNC,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY MNC ETF
MOALPHA50,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY ALPHA 50 ETF
MOBANK10,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL BSE TOP 10 BANKS ETF
MOBIKWIK,ONE MOBIKWIK SYSTEMS LIMITED
MOCAPITAL,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY CAPITAL MARKET ETF
MODEFENCE,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY INDIA DEFENCE ETF
MODIRUBBER,MODI RUBBER LIMITED
MODIS,MODIS NAVNIRMAN LIMITED
MOENERGY,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY ENERGY ETF
MOGOLD,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL GOLD ETF
MOHEALTH,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE HEALTHCARE ETF
MOHITIND,MOHIT INDUSTRIES LIMITED
MOIL,MOIL LIMITED
MOINFRA,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL BSE INDIA INFRASTRUCTURE ETF
MOIPO,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL BSE SELECT IPO ETF
MOKSH,MOKSH ORNAMENTS LIMITED
MOL,MEGHMANI ORGANICS LIMITED
MOLDTECH,MOLD-TEK TECHNOLOGIES LIMITED
MOLDTKPAC,MOLD-TEK PACKAGING LIMITED
MOLOWVOL,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE LOW VOLATILITY ETF
MOM100,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M100 ETF GO
MOM30IETF,ICICI PRUDENTIAL MUTUAL FUND -  ICICI PRU NIFTY 200 MOMENTUM 30 ETF
MOM50,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M50 ETF
MOMENTUM,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE NIFTY 200 MO
MOMENTUM30,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY 200 MOMENTUM 30 ETF
MOMENTUM50,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 500 MOMENTUM 50 ETF
MOMGF,MOTILAL OSWAL MUTUAL FUND-MOTILAL OSWAL NIFTY INDIA MANUFACTURING ETF
MOMIDMTM,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY MIDCAP150 MOMENTUM 50
MOMNC,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY MNC ETF
MOMOMENTUM,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 200 MOMENTUM 30 ETF
MON100,MOTILAL OSWAL MUTUAL FUND-MOTILAL OSWAL MOST SHARES NASDAQ 100 ETF -GO
MON50EQUAL,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF
MONARCH,MONARCH NETWORTH CAPITAL LIMITED
MONEXT50,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY NEXT 50 ETF
MONEYBOXX,MONEYBOXX FINANCE LIMITED
MONIFTY100,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 100 ETF
MONIFTY500,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 500 ETF
MONOLITH,MONOLITHISCH INDIA LIMITED
MONQ50,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NASDAQ Q 50 ETF
MONTECARLO,MONTE CARLO FASHIONS LIMITED
MOPSE,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY PSE ETF
MOQUALITY,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE QUALITY ETF
MOREALTY,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY REALTY ETF
MOREPENLAB,MOREPEN LABORATORIES LIMITED
MOSERVICE,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY SERVICES SECTOR ETF
MOSILVER,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL SILVER ETF
MOSMALL250,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY SMALLCAP 250 ETF
MOTISONS,MOTISONS JEWELLERS LIMITED
MOTOUR,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY INDIA TOURISM ETF
MOVALUE,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL SP BSE ENHANCED VALUE ETF
MPSLTD,MPS LIMITED
MRF,MRF LIMITED
MSCI360,360 ONE MUTUAL FUND - 360 ONE MSCI INDIA ETF
MSCIADD,DSP MUTUAL FUND - DSP MSCI INDIA ETF
MSCIINDIA,KOTAK MAHINDRA MUTUAL FUND - KOTAK MSCI INDIA ETF
MTNL,MAHANAGAR TELEPHONE NIGAM LIMITED
MUFIN,MUFIN GREEN FINANCE LIMITED
MUFTI,CREDO BRANDS MARKETING LIMITED
MUKANDLTD,MUKAND LIMITED
MUKKA,MUKKA PROTEINS LIMITED
MULTICAP,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 500 MULTICAP 50:25:25 ETF
MUNJALAU,MUNJAL AUTO INDUSTRIES LIMITED
MUNJALSHOW,MUNJAL SHOWA LIMITED
MURUDCERA,MURUDESHWAR CERAMICS LIMITED
MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LIMITED
MUTHOOTMF,MUTHOOT MICROFIN LIMITED
MVGJL,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED
MWL,MANGALAM WORLDWIDE LIMITED
MYMUDRA,MY MUDRA FINCORP LIMITED
NACLIND,NACL INDUSTRIES LIMITED
NAGREEKEXP,NAGREEKA EXPORTS LIMITED
NAHARCAP,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED
NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LIMITED
NAHARPOLY,NAHAR POLY FILMS LIMITED
NARMADA,NARMADA AGROBASE LIMITED
NATCAPSUQ,NATURAL CAPSULES LIMITED
NATHBIOGEN,NATH BIO-GENES (INDIA) LIMITED
NAVKARCORP,NAVKAR CORPORATION LIMITED
NAVNETEDUL,NAVNEET EDUCATION LIMITED
NAZARA,NAZARA TECHNOLOGIES LIMITED
NBIFIN,N. B. I. INDUSTRIAL FINANCE COMPANY LIMITED
NCLIND,NCL INDUSTRIES LIMITED
NDGL,NAGA DHUNSERI GROUP LIMITED
NDL,NANDAN DENIM LIMITED
NDLVENTURE,NDL VENTURES LIMITED
NDRAUTO,NDR AUTO COMPONENTS LIMITED
NDRINVIT,NDR INVIT TRUST
NDTV,NEW DELHI TELEVISION LIMITED
NELCAST,NELCAST LIMITED
NELCO,NELCO LIMITED
NEOGEN,NEOGEN CHEMICALS LIMITED
NEPHROPLUS,NEPHROCARE HEALTH SERVICES LIMITED
